File opened at: 2016/10/28 - 11:53:27.421
42840805	9.703478
42840806	9.768455
42840807	9.860672
42840808	9.934729
42840809	10.011866
42840810	10.087581
42840811	10.107556
42840812	10.107556
42840813	10.107556
42840814	10.107556
42840815	10.107556
42840816	10.107556
42840817	10.107556
42840818	10.107556
42840819	10.107556
42840820	10.107556
42840821	10.107556
42840822	10.107556
42840823	10.107556
42840824	10.107556
42840825	10.107556
42840826	10.107556
42840827	10.107556
42840828	10.107556
42840829	10.107556
42840830	10.107556
42840831	10.107556
42840832	10.107556
42840833	10.107556
42840834	10.107556
42840835	10.107556
42840836	10.107556
42840837	10.107556
42840838	10.107556
42840839	10.107556
42840840	10.107556
42840841	10.107556
42840842	10.107556
42840843	10.107556
42840844	10.107556
42840845	10.107556
42840846	10.107556
42840847	10.107556
42840848	10.107556
42840849	10.107556
42840850	10.107556
42840851	10.107556
42840852	10.107556
42840853	10.107556
42840854	10.107556
42840855	10.107556
42840856	10.107556
42840857	10.107556
42840858	10.107556
42840859	10.107556
42840860	10.107556
42840861	10.107556
42840862	10.107556
42840863	10.107556
42840864	10.107556
42840865	10.107556
42840866	10.107556
42840867	10.107556
42840868	10.107556
42840869	10.107556
42840870	10.107556
42840871	10.107556
42840872	10.107556
42840873	10.107556
42840874	10.107556
42840875	10.107556
42840876	10.107556
42840877	10.107556
42840878	10.107556
42840879	10.107556
42840880	10.107556
42840881	10.107556
42840882	10.107556
42840883	10.107556
42840884	10.107556
42840885	10.107556
42840886	10.107556
42840887	10.107556
42840888	10.107556
42840889	10.107556
42840890	10.107556
42840891	10.107556
42840892	10.107556
42840893	10.107556
42840894	10.107556
42840895	10.107556
42840896	10.107556
42840897	10.107556
42840898	10.107556
42840899	10.107556
42840900	10.107556
42840901	10.107556
42840902	10.107556
42840903	10.107556
42840904	10.107556
42840905	10.107556
42840906	10.107556
42840907	10.107556
42840908	10.107556
42840909	10.107556
42840910	10.107556
42840911	10.107556
42840912	10.107556
42840913	10.107556
42840914	10.107556
42840915	10.107556
42840916	10.107556
42840917	10.107556
42840918	10.107556
42840919	10.107556
42840920	10.107556
42840921	10.107556
42840922	10.107556
42840923	10.107556
42840924	10.107556
42840925	10.107556
42840926	10.107556
42840927	10.107556
42840928	10.107556
42840929	10.107556
42840930	10.107556
42840931	10.107556
42840932	10.107556
42840933	10.107556
42840934	10.107556
42840935	10.107556
42840936	10.107556
42840937	10.107556
42840938	10.107556
42840939	10.107556
42840940	10.107556
42840941	10.107556
42840942	10.107556
42840943	10.107556
42840944	10.107556
42840945	10.107556
42840946	10.107556
42840947	10.107556
42840948	10.107556
42840949	10.107556
42840950	10.107556
42840951	10.107556
42840952	10.107556
42840953	10.107556
42840954	10.107556
42840955	10.107556
42840956	10.107556
42840957	10.107556
42840958	10.107556
42840959	10.107556
42840960	10.107556
42840961	10.107556
42840962	10.107556
42840963	10.107556
42840964	10.107556
42840965	10.107556
42840966	10.107556
42840967	10.107556
42840968	10.107556
42840969	10.107556
42840970	10.107556
42840971	10.107556
42840972	10.107556
42840973	10.107556
42840974	10.107556
42840975	10.107556
42840976	10.107556
42840977	10.107556
42840978	10.107556
42840979	10.107556
42840980	10.107556
42840981	10.107556
42840982	10.107556
42840983	10.107556
42840984	10.107556
42840985	10.107556
42840986	10.107556
42840987	10.107556
42840988	10.107556
42840989	10.107556
42840990	10.107556
42840991	10.107556
42840992	10.107556
42840993	10.107556
42840994	10.107556
42840995	10.107556
42840996	10.107556
42840997	10.107556
42840998	10.107556
42840999	10.107556
42841000	10.107556
42841001	10.107556
42841002	10.107556
42841003	10.107556
42841004	10.107556
42841005	10.107556
42841006	10.107556
42841007	10.107556
42841008	10.107556
42841009	10.107556
42841010	10.107556
42841011	10.107556
42841012	10.107556
42841013	10.107556
42841014	10.107556
42841015	10.107556
42841016	10.107556
42841017	10.107556
42841018	10.107556
42841019	10.107556
42841020	10.107556
42841021	10.107556
42841022	10.107556
42841023	10.107556
42841024	10.107556
42841025	10.107556
42841026	10.107556
42841027	10.107556
42841028	10.107556
42841029	10.107556
42841030	10.107556
42841031	10.107556
42841032	10.107556
42841033	10.107556
42841034	10.107556
42841035	10.107556
42841036	10.107556
42841037	10.107556
42841038	10.107556
42841039	10.107556
42841040	10.107556
42841041	10.107556
42841042	10.107556
42841043	10.107556
42841044	10.107556
42841045	10.107556
42841046	10.107556
42841047	10.107556
42841048	10.107556
42841049	10.107556
42841051	10.107556
42841052	10.107556
42841053	10.107556
42841054	10.107556
42841055	10.107556
42841056	10.107556
42841057	10.107556
42841058	10.107556
42841059	10.107556
42841060	10.107556
42841061	10.107556
42841062	10.107556
42841063	10.107556
42841064	10.107556
42841065	10.107556
42841066	10.107556
42841067	10.107556
42841068	10.107556
42841069	10.107556
42841070	10.107556
42841071	10.107556
42841072	10.107556
42841073	10.107556
42841074	10.107556
42841075	10.107556
42841076	10.107556
42841077	10.107556
42841078	10.107556
42841079	10.107556
42841080	10.107556
42841081	10.107556
42841082	10.107556
42841083	10.107556
42841084	10.107556
42841085	10.107556
42841086	10.107556
42841087	10.107556
42841088	10.107556
42841089	10.107556
42841090	10.107556
42841091	10.107556
42841092	10.107556
42841093	10.107556
42841094	10.107556
42841095	10.107556
42841096	10.107556
42841097	10.107556
42841098	10.107556
42841099	10.107556
42841100	10.107556
42841101	10.107556
42841102	10.107556
42841103	10.107556
42841104	10.107556
42841105	10.107556
42841106	10.107556
42841107	10.107556
42841108	10.107556
42841109	10.107556
42841110	10.107556
42841111	10.107556
42841112	10.107556
42841113	10.107556
42841114	10.107556
42841115	10.107556
42841116	10.107556
42841117	10.107556
42841118	10.107556
42841119	10.107556
42841120	10.107556
42841121	10.107556
42841122	10.107556
42841123	10.107556
42841124	10.107556
42841125	10.107556
42841126	10.107556
42841127	10.107556
42841128	10.107556
42841129	10.107556
42841130	10.107556
42841131	10.107556
42841132	10.107556
42841133	10.107556
42841134	10.107556
42841135	10.107556
42841136	10.107556
42841137	10.107556
42841138	10.107556
42841139	10.107556
42841140	10.107556
42841141	10.107556
42841142	10.107556
42841143	10.107556
42841144	10.107556
42841145	10.107556
42841146	10.107556
42841147	10.107556
42841148	10.107556
42841149	10.107556
42841150	10.107556
42841151	10.107556
42841152	10.107556
42841153	10.107556
42841154	10.107556
42841155	10.107556
42841156	10.107556
42841157	10.107556
42841158	10.107556
42841159	10.107556
42841160	10.107556
42841161	10.107556
42841162	10.107556
42841163	10.107556
42841164	10.107556
42841165	10.107556
42841166	10.107556
42841167	10.107556
42841168	10.107556
42841169	10.107556
42841170	10.107556
42841171	10.107556
42841172	10.107556
42841173	10.107556
42841174	10.107556
42841175	10.107556
42841176	10.107556
42841177	10.107556
42841178	10.107556
42841179	10.107556
42841180	10.107556
42841181	10.107556
42841182	10.107556
42841183	10.107556
42841184	10.107556
42841185	10.107556
42841186	10.107556
42841187	10.107556
42841188	10.107556
42841189	10.107556
42841190	10.107556
42841191	10.107556
42841192	10.107556
42841193	10.107556
42841194	10.107556
42841195	10.107556
42841196	10.107556
42841197	10.107556
42841198	10.107556
42841199	10.107556
42841200	10.107556
42841201	10.107556
42841202	10.107556
42841203	10.107556
42841204	10.107556
42841205	10.107556
42841206	10.107556
42841207	10.107556
42841208	10.107556
42841209	10.107556
42841210	10.107556
42841211	10.107556
42841212	10.107556
42841213	10.107556
42841214	10.107556
42841215	10.107556
42841216	10.107556
42841217	10.107556
42841218	10.107556
42841219	10.107556
42841220	10.107556
42841221	10.107556
42841222	10.107556
42841223	10.107556
42841224	10.107556
42841225	10.107556
42841226	10.107556
42841227	10.107556
42841228	10.107556
42841229	10.107556
42841230	10.107556
42841231	10.107556
42841232	10.107556
42841233	10.107556
42841234	10.107556
42841235	10.107556
42841236	10.107556
42841237	10.107556
42841238	10.107556
42841239	10.107556
42841240	10.107556
42841241	10.107556
42841242	10.107556
42841243	10.107556
42841244	10.107556
42841245	10.107556
42841246	10.107556
42841247	10.107556
42841248	10.107556
42841249	10.107556
42841250	10.107556
42841251	10.107556
42841252	10.107556
42841253	10.107556
42841254	10.107556
42841255	10.107556
42841256	10.107556
42841257	10.107556
42841258	10.107556
42841259	10.107556
42841260	10.107556
42841261	10.107556
42841262	10.107556
42841263	10.107556
42841264	10.107556
42841265	10.107556
42841266	10.107556
42841267	10.107556
42841268	10.107556
42841269	10.107556
42841270	10.107556
42841271	10.107556
42841272	10.107556
42841273	10.107556
42841274	10.107556
42841275	10.107556
42841276	10.107556
42841277	10.107556
42841278	10.107556
42841279	10.107556
42841280	10.107556
42841281	10.107556
42841282	10.107556
42841283	10.107556
42841284	10.107556
42841285	10.107556
42841286	10.107556
42841287	10.107556
42841288	10.107556
42841289	10.107556
42841290	10.107556
42841291	10.107556
42841292	10.107556
42841293	10.107556
42841294	10.107556
42841295	10.107556
42841296	10.107556
42841297	10.107556
42841298	10.107556
42841299	10.107556
42841300	10.107556
42841301	10.107556
42841302	10.107556
42841303	10.107556
42841304	10.107556
42841305	10.107556
42841306	10.107556
42841307	10.107556
42841308	10.107556
42841309	10.107556
42841310	10.107556
42841311	10.107556
42841312	10.107556
42841313	10.107556
42841314	10.107556
42841315	10.107556
42841316	10.107556
42841317	10.107556
42841318	10.107556
